group_id,Time (s),difference
1,Realese,
2,Position,0.31470298767089844
3,Realese,0.08448076248168945
4,Position,0.08579611778259633
5,Realese,0.15794944763183238
6,idle,0.168717622756958
7,Realese,0.07473492622375488
8,Reach ,0.07836771011352539
9,idle,0.38957238197326305
10,Reach ,0.07914447784424183
11,idle,0.23398971557617188
12,Reach ,0.08290576934814453
13,idle,0.07266306877135875
14,Reach ,0.07768058776855824
15,idle,0.07782292366027832
16,Reach ,0.07778787612915039
17,idle,0.08069515228271484
18,Grasp ,0.3099994659423828
19,Reach ,0.2367405891418457
20,Grasp ,2.2557175159454346
21,Move,0.07405734062194824
22,Grasp ,0.07794690132141113
23,Realese,0.07723188400268555
24,idle,0.07479453086853027
25,Grasp ,0.2659263610839844
26,Reach ,0.07714581489562988
27,Position,0.1580190658569336
28,Realese,0.08011031150817871
29,Reach ,0.07693696022033691
30,Grasp ,0.2345409393310547
31,idle,0.07752442359924316
32,Realese,0.8580238819122314
33,Position,0.15575146675109863
34,idle,0.07898807525634766
35,Realese,0.07569456100463867
36,Position,12.817285776138306
37,Realese,0.09111833572387695
38,Position,1.4470343589782715
39,Realese,0.07942461967468262
40,Position,1.2595272064208984
41,Realese,0.10521221160888672
42,Position,1.5440950393676687
43,Realese,0.4453580379486155
44,Position,1.8295466899871826
45,Realese,0.09199142456054688
46,Position,0.43538832664489746
47,Realese,0.18361186981201172
48,Grasp ,0.07640981674194336
49,Reach ,0.07660150527954812
50,Grasp ,0.07909965515136008
51,Position,0.23616361618041992
52,Realese,0.07582306861877441
53,Position,0.16074323654174805
54,Reach ,0.10794949531555176
55,Realese,0.07812643051147461
56,Reach ,0.07983922958374023
57,Grasp ,0.07542657852172852
58,Position,1.013603687286377
59,Reach ,0.07737135887145996
60,Grasp ,0.7767741680145264
61,Reach ,0.07744908332824707
62,Realese,0.07436895370484109
63,Reach ,0.08127236366271973
64,Grasp ,0.07527565956115012
65,Position,0.18689370155335183
66,Grasp ,0.1566934585571289
67,Reach ,0.15560698509215598
68,Grasp ,0.07783412933348899
69,Position,1.7876904010772776
70,idle,0.2647390365600586
71,Realese,0.26650285720825906
72,Position,0.25924134254454856
73,idle,0.15787339210510254
74,Grasp ,0.1507735252380371
75,Reach ,0.0772244930267334
76,Grasp ,0.7819087505340576
77,Reach ,0.07594799995422363
